2.54,0.2,81.32666666666667,3,4246.369454913065
6.09,0.2,96.08666666666666,3,5282.591838461546
9.63,0.2,87.73333333333335,3,5282.591838461546
13.17,0.4,99.79333333333334,3,5506.793801214299
16.71,0.4,97.39999999999999,3,5506.793801214299
20.26,0.4,21.496666666666666,3,5506.793801214299
23.8,0.2,100.04,3,6364.422387000004
27.34,0.2,96.77,3,6364.422387000004
30.89,0.2,61.09666666666667,3,6364.422387000004
34.43,0.4,97.21333333333332,3,6479.352094941184
37.98,0.4,66.63333333333334,3,6479.352094941184
41.52,0.2,76.86,3,7013.059920972232
45.06,0.3,100.21333333333332,3,7085.4098172894855
48.6,0.3,33.42,3,7085.4098172894855
52.15,0.4,95.19333333333333,3,7147.875682475012
55.69,0.4,95.27999999999999,3,7147.875682475012
59.23,0.4,51.43333333333334,3,7147.875682475012
62.77,0.2,100.7,3,7576.856654863641
66.32,0.2,100.59333333333332,3,7576.856654863641
69.86,0.2,96.76666666666665,3,7576.856654863641
73.41,0.4,94.79,3,7610.145646478263
76.96,0.4,63.446666666666665,3,7610.145646478263
80.5,0.2,79.06333333333333,3,7992.785026420006
84.04,0.2,100.32666666666667,3,7992.785026420006
87.59,0.2,64.95,3,7992.785026420006
91.13,0.4,90.81333333333333,3,8006.533376288469
94.67,0.4,96.08666666666666,3,8006.533376288469
98.22,0.4,42.85,3,8006.533376288469
101.76,0.2,94.85000000000001,3,8317.727509218188
105.31,0.4,96.52666666666666,3,8318.062797071438
108.85,0.4,65.17,3,8317.81329100001
